Serial Number,Success,Status,MAC Address,Part Number,Device Model,Device Status,Workspace ID,Folder,Rule,Error,Order Obj Key,Order Category,Order POS ID,Order Serial Number,Order MAC Address,Order Bill To Name,Order End User Name,Order Part Number,Order Part Description,Order Invoice Date,Order Ship Date,Order Qty,Order Ext Cost,Order Invoice No,Order Order No,Order Customer PO,Order Line No,Order Line Type,Order Zip Code,Order Source,Order Status,Order Party ID,Order Country Party ID,Order Global Party ID,Order Created At,Order Updated At
"CNPBKPP2FG",True,"Found","34:3A:20:C8:F1:B4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976550","network","7100832648","CNPBKPP2FG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976550","0","","","IN","complete","","","","2023-03-02T19:37:58.134631Z","2023-03-02T19:37:59.341232Z"
"CNPBKPP2FJ",True,"Found","34:3A:20:C8:B6:9E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976552","network","7100832648","CNPBKPP2FJ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976552","0","","","IN","complete","","","","2023-03-02T19:37:58.149376Z","2023-03-02T19:37:59.380083Z"
"CNPBKPP2FK",True,"Found","34:3A:20:C9:16:62","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976553","network","7100832648","CNPBKPP2FK","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976553","0","","","IN","complete","","","","2023-03-02T19:37:58.155895Z","2023-03-02T19:37:59.367397Z"
"CNPBKPP2FL",True,"Found","34:3A:20:C8:F6:E2","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976554","network","7100832648","CNPBKPP2FL","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976554","0","","","IN","complete","","","","2023-03-02T19:37:58.172377Z","2023-03-02T19:37:59.459001Z"
"CNPBKPP2FP",True,"Found","34:3A:20:C9:0B:20","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976557","network","7100832648","CNPBKPP2FP","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976557","0","","","IN","complete","","","","2023-03-02T19:37:58.323035Z","2023-03-02T19:37:59.550694Z"
"CNPBKPP2FQ",True,"Found","34:3A:20:C8:C1:E6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976558","network","7100832648","CNPBKPP2FQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976558","0","","","IN","complete","","","","2023-03-02T19:38:02.919240Z","2023-03-02T19:38:03.127999Z"
"CNPBKPP2FY",True,"Found","34:3A:20:C8:D1:04","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976565","network","7100832648","CNPBKPP2FY","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976565","0","","","IN","complete","","","","2023-03-02T19:38:02.950492Z","2023-03-02T19:38:03.607488Z"
"CNPBKPP2FZ",True,"Found","34:3A:20:C8:FA:18","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976566","network","7100832648","CNPBKPP2FZ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976566","0","","","IN","complete","","","","2023-03-02T19:38:02.954547Z","2023-03-02T19:38:03.658173Z"
"CNPBKPP2G0",True,"Found","34:3A:20:C8:E7:4A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976978","network","7100832648","CNPBKPP2G0","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976978","0","","","IN","complete","","","","2023-03-02T19:40:09.507866Z","2023-03-02T19:40:10.091311Z"
"CNPBKPP2G3",True,"Found","34:3A:20:C8:B8:F6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976981","network","7100832648","CNPBKPP2G3","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976981","0","","","IN","complete","","","","2023-03-02T19:40:09.520098Z","2023-03-02T19:40:10.290517Z"
"CNPBKPP2G4",True,"Found","34:3A:20:C8:BE:00","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976982","network","7100832648","CNPBKPP2G4","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976982","0","","","IN","complete","","","","2023-03-02T19:40:09.523759Z","2023-03-02T19:40:10.307838Z"
"CNPBKPP2G6",True,"Found","34:3A:20:C8:F1:4A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976984","network","7100832648","CNPBKPP2G6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976984","0","","","IN","complete","","","","2023-03-02T19:40:09.533132Z","2023-03-02T19:40:10.470142Z"
"CNPBKPP2G8",True,"Found","34:3A:20:C8:E4:68","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976986","network","7100832648","CNPBKPP2G8","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976986","0","","","IN","complete","","","","2023-03-02T19:40:09.540587Z","2023-03-02T19:40:10.507090Z"
"CNPBKPP2G9",True,"Found","34:3A:20:C9:11:68","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976987","network","7100832648","CNPBKPP2G9","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976987","0","","","IN","complete","","","","2023-03-02T19:40:09.544067Z","2023-03-02T19:40:10.654308Z"
"CNPBKPP2GD",True,"Found","34:3A:20:C8:C2:F6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976990","network","7100832648","CNPBKPP2GD","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976990","0","","","IN","complete","","","","2023-03-02T19:40:09.559022Z","2023-03-02T19:40:10.832505Z"
"CNPBKPP2GF",True,"Found","34:3A:20:C8:AF:FC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976991","network","7100832648","CNPBKPP2GF","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976991","0","","","IN","complete","","","","2023-03-02T19:30:52.337776Z","2023-03-02T19:30:53.189841Z"
"CNPBKPP2GG",True,"Found","34:3A:20:C8:CA:82","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976992","network","7100832648","CNPBKPP2GG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976992","0","","","IN","complete","","","","2023-03-02T19:30:52.341889Z","2023-03-02T19:30:53.362134Z"
"CNPBKPP2GJ",True,"Found","34:3A:20:C8:FF:A4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38976994","network","7100832648","CNPBKPP2GJ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38976994","0","","","IN","complete","","","","2023-03-02T19:30:52.349721Z","2023-03-02T19:30:53.418369Z"
"CNPBKPP2GQ",True,"Found","34:3A:20:C9:0C:0C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977000","network","7100832648","CNPBKPP2GQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977000","0","","","IN","complete","","","","2023-03-02T19:30:52.386749Z","2023-03-02T19:30:53.794604Z"
"CNPBKPP2GS",True,"Found","34:3A:20:C8:DA:B8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977002","network","7100832648","CNPBKPP2GS","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977002","0","","","IN","complete","","","","2023-03-02T19:30:52.397201Z","2023-03-02T19:30:53.964150Z"
"CNPBKPP2GV",True,"Found","34:3A:20:C9:14:E8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977004","network","7100832648","CNPBKPP2GV","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977004","0","","","IN","complete","","","","2023-03-02T19:30:52.404402Z","2023-03-02T19:30:54.105764Z"
"CNPBKPP2GW",True,"Found","34:3A:20:C8:DE:FC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977005","network","7100832648","CNPBKPP2GW","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977005","0","","","IN","complete","","","","2023-03-02T19:30:52.408111Z","2023-03-02T19:30:54.146110Z"
"CNPBKPP2GY",True,"Found","34:3A:20:C8:F6:AE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977007","network","7100832648","CNPBKPP2GY","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977007","0","","","IN","complete","","","","2023-03-02T19:30:52.416152Z","2023-03-02T19:30:54.279155Z"
"CNPBKPP2GZ",True,"Found","34:3A:20:C9:05:46","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977008","network","7100832648","CNPBKPP2GZ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977008","0","","","IN","complete","","","","2023-03-02T19:30:52.421158Z","2023-03-02T19:30:54.339644Z"
"CNPBKPP2H0",True,"Found","34:3A:20:C8:F1:2C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977009","network","7100832648","CNPBKPP2H0","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977009","0","","","IN","complete","","","","2023-03-02T19:30:52.425648Z","2023-03-02T19:30:54.347108Z"
"CNPBKPP2H5",True,"Found","34:3A:20:C8:F6:88","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977014","network","7100832648","CNPBKPP2H5","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977014","0","","","IN","complete","","","","2023-03-02T19:30:58.178602Z","2023-03-02T19:30:58.613676Z"
"CNPBKPP2H9",True,"Found","34:3A:20:C9:0E:06","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977018","network","7100832648","CNPBKPP2H9","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977018","0","","","IN","complete","","","","2023-03-02T19:30:58.197822Z","2023-03-02T19:30:58.877592Z"
"CNPBKPP2HG",True,"Found","34:3A:20:C8:E6:BA","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977023","network","7100832648","CNPBKPP2HG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977023","0","","","IN","complete","","","","2023-03-02T19:30:58.245828Z","2023-03-02T19:30:59.274522Z"
"CNPBKPP2HL",True,"Found","34:3A:20:C8:FD:7A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977027","network","7100832648","CNPBKPP2HL","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977027","0","","","IN","complete","","","","2023-03-02T19:30:58.418967Z","2023-03-02T19:30:59.526450Z"
"CNPBKPP2HM",True,"Found","34:3A:20:C9:1E:E4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977028","network","7100832648","CNPBKPP2HM","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977028","0","","","IN","complete","","","","2023-03-02T19:30:58.438086Z","2023-03-02T19:30:59.653463Z"
"CNPBKPP2HN",True,"Found","34:3A:20:C8:E8:CE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977029","network","7100832648","CNPBKPP2HN","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977029","0","","","IN","complete","","","","2023-03-02T19:30:58.448811Z","2023-03-02T19:30:59.702163Z"
"CNPBKPP2HP",True,"Found","34:3A:20:C9:09:08","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977030","network","7100832648","CNPBKPP2HP","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977030","0","","","IN","complete","","","","2023-03-02T19:30:58.465579Z","2023-03-02T19:30:59.735468Z"
"CNPBKPP2HQ",True,"Found","34:3A:20:C8:C4:5A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977031","network","7100832648","CNPBKPP2HQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977031","0","","","IN","complete","","","","2023-03-02T19:30:58.484459Z","2023-03-02T19:30:59.875873Z"
"CNPBKPP2HS",True,"Found","34:3A:20:C8:CC:22","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977033","network","7100832648","CNPBKPP2HS","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977033","0","","","IN","complete","","","","2023-03-02T19:30:58.613028Z","2023-03-02T19:30:59.952552Z"
"CNPBKPP2HT",True,"Found","34:3A:20:C8:C4:12","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977034","network","7100832648","CNPBKPP2HT","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977034","0","","","IN","complete","","","","2023-03-02T19:30:58.638461Z","2023-03-02T19:31:00.075570Z"
"CNPBKPP2HV",True,"Found","34:3A:20:C9:15:82","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977035","network","7100832648","CNPBKPP2HV","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977035","0","","","IN","complete","","","","2023-03-02T19:30:58.662511Z","2023-03-02T19:31:00.108846Z"
"CNPBKPP2J0",True,"Found","34:3A:20:C8:C9:B2","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977040","network","7100832648","CNPBKPP2J0","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977040","0","","","IN","complete","","","","2023-03-02T19:30:58.852435Z","2023-03-02T19:31:00.483777Z"
"CNPBKPP2J2",True,"Found","34:3A:20:C9:10:C8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977042","network","7100832648","CNPBKPP2J2","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977042","0","","","IN","complete","","","","2023-03-02T19:30:58.901510Z","2023-03-02T19:31:00.537973Z"
"CNPBKPP2J3",True,"Found","34:3A:20:C8:BA:54","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977043","network","7100832648","CNPBKPP2J3","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977043","0","","","IN","complete","","","","2023-03-02T19:30:58.925501Z","2023-03-02T19:31:00.672217Z"
"CNPBKPP2J6",True,"Found","34:3A:20:C8:EC:9C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977046","network","7100832648","CNPBKPP2J6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977046","0","","","IN","complete","","","","2023-03-02T19:30:59.079056Z","2023-03-02T19:31:00.869511Z"
"CNPBKPP2J7",True,"Found","34:3A:20:C8:D0:FC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977047","network","7100832648","CNPBKPP2J7","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977047","0","","","IN","complete","","","","2023-03-02T19:30:59.102870Z","2023-03-02T19:31:00.901274Z"
"CNPBKPP2J8",True,"Found","34:3A:20:C8:C0:E2","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977048","network","7100832648","CNPBKPP2J8","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977048","0","","","IN","complete","","","","2023-03-02T19:30:59.121373Z","2023-03-02T19:31:00.923625Z"
"CNPBKPP2J9",True,"Found","34:3A:20:C8:DD:02","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977049","network","7100832648","CNPBKPP2J9","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977049","0","","","IN","complete","","","","2023-03-02T19:30:59.143259Z","2023-03-02T19:31:01.074976Z"
"CNPBKPP2JC",True,"Found","34:3A:20:C8:B0:4C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977051","network","7100832648","CNPBKPP2JC","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977051","0","","","IN","complete","","","","2023-03-02T19:30:59.261994Z","2023-03-02T19:31:01.123786Z"
