Serial Number,Success,Status,MAC Address,Part Number,Device Model,Device Status,Workspace ID,Folder,Rule,Error,Order Obj Key,Order Category,Order POS ID,Order Serial Number,Order MAC Address,Order Bill To Name,Order End User Name,Order Part Number,Order Part Description,Order Invoice Date,Order Ship Date,Order Qty,Order Ext Cost,Order Invoice No,Order Order No,Order Customer PO,Order Line No,Order Line Type,Order Zip Code,Order Source,Order Status,Order Party ID,Order Country Party ID,Order Global Party ID,Order Created At,Order Updated At
"CNP8KPPJSG",True,"Found","34:3A:20:CA:57:76","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977927","network","7100832608","CNP8KPPJSG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977927","0","","","IN","complete","","","","2023-03-02T19:42:34.403252Z","2023-03-02T19:42:35.633124Z"
"CNP8KPPJTG",True,"Found","34:3A:20:CA:43:D6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977928","network","7100832608","CNP8KPPJTG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977928","0","","","IN","complete","","","","2023-03-02T19:42:34.418860Z","2023-03-02T19:42:35.743652Z"
"CNP8KPPJV1",True,"Found","34:3A:20:CA:37:C4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977929","network","7100832608","CNP8KPPJV1","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977929","0","","","IN","complete","","","","2023-03-02T19:42:34.433022Z","2023-03-02T19:42:35.789861Z"
"CNP8KPPJV6",True,"Found","34:3A:20:CA:59:D2","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977931","network","7100832608","CNP8KPPJV6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977931","0","","","IN","complete","","","","2023-03-02T19:42:34.459766Z","2023-03-02T19:42:35.956991Z"
"CNP8KPPJV7",True,"Found","34:3A:20:CA:57:7A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977932","network","7100832608","CNP8KPPJV7","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977932","0","","","IN","complete","","","","2023-03-02T19:42:34.474902Z","2023-03-02T19:42:35.997252Z"
"CNP8KPPJVG",True,"Found","34:3A:20:CA:1D:5A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977935","network","7100832608","CNP8KPPJVG","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977935","0","","","IN","complete","","","","2023-03-02T19:42:34.513593Z","2023-03-02T19:42:36.188773Z"
"CNP8KPPJVK",True,"Found","34:3A:20:CA:52:F6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977937","network","7100832608","CNP8KPPJVK","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977937","0","","","IN","complete","","","","2023-03-02T19:42:34.545599Z","2023-03-02T19:42:36.355939Z"
"CNP8KPPJVP",True,"Found","34:3A:20:CA:54:BC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977939","network","7100832608","CNP8KPPJVP","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977939","0","","","IN","complete","","","","2023-03-02T19:42:34.700769Z","2023-03-02T19:42:36.433210Z"
"CNP8KPPJVQ",True,"Found","34:3A:20:CA:3D:FE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977940","network","7100832608","CNP8KPPJVQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977940","0","","","IN","complete","","","","2023-03-02T19:42:34.725332Z","2023-03-02T19:42:36.472652Z"
"CNP8KPPJW6",True,"Found","34:3A:20:CA:57:8A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977945","network","7100832608","CNP8KPPJW6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977945","0","","","IN","complete","","","","2023-03-02T19:42:34.902807Z","2023-03-02T19:42:36.576307Z"
"CNP8KPPJWF",True,"Found","34:3A:20:CA:53:2E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977946","network","7100832608","CNP8KPPJWF","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977946","0","","","IN","complete","","","","2023-03-02T19:42:34.933452Z","2023-03-02T19:42:36.635967Z"
"CNP8KPPJWJ",True,"Found","34:3A:20:CA:34:A8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977947","network","7100832608","CNP8KPPJWJ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977947","0","","","IN","complete","","","","2023-03-02T19:42:34.958309Z","2023-03-02T19:42:36.743251Z"
"CNP8KPPJWK",True,"Found","34:3A:20:CA:3D:E8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977948","network","7100832608","CNP8KPPJWK","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977948","0","","","IN","complete","","","","2023-03-02T19:42:34.974983Z","2023-03-02T19:42:36.689726Z"
"CNP8KPPJWW",True,"Found","34:3A:20:CA:1E:AC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977950","network","7100832608","CNP8KPPJWW","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977950","0","","","IN","complete","","","","2023-03-02T19:42:35.018202Z","2023-03-02T19:42:36.835554Z"
"CNP8KPPJX8",True,"Found","34:3A:20:CA:36:F2","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977952","network","7100832608","CNP8KPPJX8","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977952","0","","","IN","complete","","","","2023-03-02T19:42:35.133005Z","2023-03-02T19:42:36.823898Z"
"CNP8KPPK2S",True,"Found","34:3A:20:CA:18:80","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977955","network","7100832608","CNP8KPPK2S","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977955","0","","","IN","complete","","","","2023-03-02T19:42:35.223682Z","2023-03-02T19:42:37.006403Z"
"CNP8KPPK44",True,"Found","34:3A:20:CA:20:48","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977956","network","7100832608","CNP8KPPK44","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977956","0","","","IN","complete","","","","2023-03-02T19:42:35.247784Z","2023-03-02T19:42:36.943122Z"
"CNP8KPPKXS",True,"Found","34:3A:20:CA:16:3C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38977957","network","7100832608","CNP8KPPKXS","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38977957","0","","","IN","complete","","","","2023-03-02T19:42:39.874189Z","2023-03-02T19:42:40.077959Z"
"CNP8KPPS02",True,"Found","34:3A:20:CA:42:6A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978388","network","7100832608","CNP8KPPS02","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978388","0","","","IN","complete","","","","2023-03-02T19:42:39.879514Z","2023-03-02T19:42:40.090654Z"
"CNP8KPPS04",True,"Found","34:3A:20:CA:17:0C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978390","network","7100832608","CNP8KPPS04","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978390","0","","","IN","complete","","","","2023-03-02T19:42:39.888778Z","2023-03-02T19:42:40.282112Z"
"CNP8KPPS05",True,"Found","34:3A:20:CA:1A:B4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978391","network","7100832608","CNP8KPPS05","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978391","0","","","IN","complete","","","","2023-03-02T19:42:39.892969Z","2023-03-02T19:42:40.320804Z"
"CNP8KPPS06",True,"Found","34:3A:20:CA:24:8E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978392","network","7100832608","CNP8KPPS06","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978392","0","","","IN","complete","","","","2023-03-02T19:42:39.896742Z","2023-03-02T19:42:40.357069Z"
"CNP8KPPS0C",True,"Found","34:3A:20:CA:2D:4C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978394","network","7100832608","CNP8KPPS0C","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978394","0","","","IN","complete","","","","2023-03-02T19:42:39.904899Z","2023-03-02T19:42:40.531142Z"
"CNP8KPPS0L",True,"Found","34:3A:20:CA:51:DE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978397","network","7100832608","CNP8KPPS0L","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978397","0","","","IN","complete","","","","2023-03-02T19:42:39.917145Z","2023-03-02T19:42:40.744685Z"
"CNP8KPPS0R",True,"Found","34:3A:20:CA:2C:28","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978400","network","7100832608","CNP8KPPS0R","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978400","0","","","IN","complete","","","","2023-03-02T19:42:39.954085Z","2023-03-02T19:42:40.966353Z"
"CNP8KPPS0S",True,"Found","34:3A:20:CA:2C:CA","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978401","network","7100832608","CNP8KPPS0S","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978401","0","","","IN","complete","","","","2023-03-02T19:42:39.970Z","2023-03-02T19:42:41.003165Z"
"CNP8KPPS10",True,"Found","34:3A:20:CA:2D:12","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978403","network","7100832608","CNP8KPPS10","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978403","0","","","IN","complete","","","","2023-03-02T19:42:40.115108Z","2023-03-02T19:42:41.179336Z"
"CNP8KPPS11",True,"Found","34:3A:20:CA:58:84","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978404","network","7100832608","CNP8KPPS11","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978404","0","","","IN","complete","","","","2023-03-02T19:42:40.134402Z","2023-03-02T19:42:41.220622Z"
"CNP8KPPS13",True,"Found","34:3A:20:CA:4F:2E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978405","network","7100832608","CNP8KPPS13","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978405","0","","","IN","complete","","","","2023-03-02T19:42:40.145669Z","2023-03-02T19:42:41.346460Z"
"CNP8KPPS17",True,"Found","34:3A:20:CA:16:AA","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978407","network","7100832608","CNP8KPPS17","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978407","0","","","IN","complete","","","","2023-03-02T19:43:36.569491Z","2023-03-02T19:43:37.644984Z"
"CNP8KPPS1D",True,"Found","34:3A:20:CA:3D:DE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978410","network","7100832608","CNP8KPPS1D","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978410","0","","","IN","complete","","","","2023-03-02T19:43:36.586891Z","2023-03-02T19:43:37.906999Z"
"CNP8KPPS1F",True,"Found","34:3A:20:CA:1E:78","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978411","network","7100832608","CNP8KPPS1F","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978411","0","","","IN","complete","","","","2023-03-02T19:43:36.598015Z","2023-03-02T19:43:37.947573Z"
"CNP8KPPS1H",True,"Found","34:3A:20:CA:33:D8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978412","network","7100832608","CNP8KPPS1H","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978412","0","","","IN","complete","","","","2023-03-02T19:43:36.603899Z","2023-03-02T19:43:37.965906Z"
"CNP8KPPS1Q",True,"Found","34:3A:20:CA:29:64","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978413","network","7100832608","CNP8KPPS1Q","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978413","0","","","IN","complete","","","","2023-03-02T19:43:36.609479Z","2023-03-02T19:43:38.140979Z"
"CNP8KPPS1W",True,"Found","34:3A:20:CA:38:0A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978414","network","7100832608","CNP8KPPS1W","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978414","0","","","IN","complete","","","","2023-03-02T19:43:36.615053Z","2023-03-02T19:43:38.199367Z"
"CNP8KPPS24",True,"Found","34:3A:20:CA:2C:90","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978415","network","7100832608","CNP8KPPS24","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978415","0","","","IN","complete","","","","2023-03-02T19:43:36.620903Z","2023-03-02T19:43:38.221285Z"
"CNP8KPPS2C",True,"Found","34:3A:20:CA:1C:18","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978416","network","7100832608","CNP8KPPS2C","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978416","0","","","IN","complete","","","","2023-03-02T19:43:36.626452Z","2023-03-02T19:43:38.377340Z"
"CNP8KPPS2X",True,"Found","34:3A:20:CA:28:52","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978419","network","7100832608","CNP8KPPS2X","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978419","0","","","IN","complete","","","","2023-03-02T19:43:41.238530Z","2023-03-02T19:43:41.470094Z"
"CNP8KPPS3K",True,"Found","34:3A:20:CA:42:A8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978420","network","7100832608","CNP8KPPS3K","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978420","0","","","IN","complete","","","","2023-03-02T19:43:41.243126Z","2023-03-02T19:43:41.505642Z"
"CNP8KPPS48",True,"Found","34:3A:20:CA:41:FE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978421","network","7100832608","CNP8KPPS48","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978421","0","","","IN","complete","","","","2023-03-02T19:43:41.248446Z","2023-03-02T19:43:41.640789Z"
"CNP8KPPS56",True,"Found","34:3A:20:CA:19:96","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978424","network","7100832608","CNP8KPPS56","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978424","0","","","IN","complete","","","","2023-03-02T19:43:41.262107Z","2023-03-02T19:43:41.847789Z"
"CNP8KPPSB2",True,"Found","34:3A:20:CA:3F:56","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978427","network","7100832608","CNP8KPPSB2","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978427","0","","","IN","complete","","","","2023-03-02T19:43:41.276960Z","2023-03-02T19:43:42.067010Z"
"CNP8LBM1RC",True,"Found","34:3A:20:CA:69:9A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_41048071","network","7100817154","CNP8LBM1RC","","DATA#3 LIMITED","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-21 12:00:00","2022-12-12 12:00:00","","0","","","PDW_SHIP_41048071","0","","","IN","complete","","","","2023-03-01T11:08:17.681646Z","2023-03-01T11:08:18.293701Z"
"CNP8LBM1TS",True,"Found","34:3A:20:CA:70:2A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_41048072","network","7100817154","CNP8LBM1TS","","DATA#3 LIMITED","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-21 12:00:00","2022-12-12 12:00:00","","0","","","PDW_SHIP_41048072","0","","","IN","complete","","","","2023-03-01T11:08:17.689392Z","2023-03-01T11:08:18.359216Z"
